,material,exp_label,elements,A,B,X,rA,rB,rX,nA,nB,nX,chiA,chiB,chiX,rA_rB_ratio,rB_rX_ratio,rA_rX_ratio,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO
0,TbMnO3,1.0,"['Tb', 'Mn', 'O']",Tb,Mn,O,1.095,0.645,1.4,3,3,-2,1.1,1.55,3.44,1.697674418604651,0.46071428571428574,0.7821428571428571,-2.34,-1.89,-2.34,-1.89
1,PbZrS3,0.0,"['Pb', 'Zr', 'S']",Pb,Zr,S,1.49,0.72,1.84,2,4,-2,2.33,1.33,2.58,2.0694444444444446,0.3913043478260869,0.8097826086956521,-0.25,-1.25,-1.1099999999999999,-2.11
2,CsCdBr3,1.0,"['Cs', 'Cd', 'Br']",Cs,Cd,Br,1.88,0.95,1.96,1,2,-1,0.79,1.69,2.96,1.9789473684210526,0.4846938775510204,0.9591836734693877,-2.17,-1.27,-2.65,-1.75
3,RbMnF3,1.0,"['Rb', 'Mn', 'F']",Rb,Mn,F,1.72,0.83,1.33,1,2,-1,0.82,1.55,3.98,2.072289156626506,0.6240601503759398,1.2932330827067668,-3.16,-2.4299999999999997,-2.62,-1.89
4,LaYO3,1.0,"['La', 'Y', 'O']",La,Y,O,1.36,0.9,1.4,3,3,-2,1.1,1.22,3.44,1.511111111111111,0.6428571428571429,0.9714285714285715,-2.34,-2.2199999999999998,-2.34,-2.2199999999999998
5,BaVSe3,0.0,"['Ba', 'V', 'Se']",Ba,V,Se,1.61,0.58,1.98,2,4,-2,0.89,1.63,2.55,2.775862068965518,0.29292929292929293,0.8131313131313131,-1.6599999999999997,-0.9199999999999999,-2.55,-1.81
6,PbLiCl3,0.0,"['Pb', 'Li', 'Cl']",Pb,Li,Cl,1.49,0.76,1.81,2,1,-1,2.33,0.98,3.16,1.9605263157894737,0.4198895027624309,0.8232044198895028,-0.8300000000000001,-2.18,-1.1099999999999999,-2.46
7,CeFeO3,1.0,"['Ce', 'Fe', 'O']",Ce,Fe,O,1.14,0.78,1.4,4,2,-2,1.12,1.83,3.44,1.4615384615384615,0.5571428571428572,0.8142857142857143,-2.32,-1.6099999999999999,-2.32,-1.6099999999999999
8,SrCeO3,1.0,"['Sr', 'Ce', 'O']",Sr,Ce,O,1.44,0.87,1.4,2,4,-2,0.95,1.12,3.44,1.6551724137931034,0.6214285714285714,1.0285714285714287,-2.49,-2.32,-2.49,-2.32
9,NaClO3,0.0,"['Na', 'Cl', 'O']",Na,Cl,O,1.39,0.12,1.4,1,5,-2,0.93,3.16,3.44,11.583333333333332,0.08571428571428572,0.9928571428571429,-2.51,-0.2799999999999998,-2.51,-0.2799999999999998
10,LaCrO3,1.0,"['La', 'Cr', 'O']",La,Cr,O,1.36,0.615,1.4,3,3,-2,1.1,1.66,3.44,2.2113821138211383,0.43928571428571433,0.9714285714285715,-2.34,-1.78,-2.34,-1.78
11,NdYbSe3,0.0,"['Nd', 'Yb', 'Se']",Nd,Yb,Se,1.27,0.868,1.98,3,3,-2,1.14,1.1,2.55,1.4631336405529953,0.4383838383838384,0.6414141414141414,-1.41,-1.4499999999999997,-2.3,-2.34
12,PrCrO3,1.0,"['Pr', 'Cr', 'O']",Pr,Cr,O,1.179,0.615,1.4,3,3,-2,1.13,1.66,3.44,1.9170731707317075,0.43928571428571433,0.8421428571428572,-2.31,-1.78,-2.31,-1.78
13,CuGeO3,0.0,"['Cu', 'Ge', 'O']",Cu,Ge,O,0.73,0.53,1.4,2,4,-2,1.9,2.01,3.44,1.3773584905660377,0.3785714285714286,0.5214285714285715,-1.54,-1.4300000000000002,-1.54,-1.4300000000000002
14,SrVO3,1.0,"['Sr', 'V', 'O']",Sr,V,O,1.44,0.58,1.4,2,4,-2,0.95,1.63,3.44,2.4827586206896552,0.41428571428571426,1.0285714285714287,-2.49,-1.81,-2.49,-1.81
15,CsTiBr3,0.0,"['Cs', 'Ti', 'Br']",Cs,Ti,Br,1.88,0.86,1.96,1,2,-1,0.79,1.54,2.96,2.186046511627907,0.4387755102040816,0.9591836734693877,-2.17,-1.42,-2.65,-1.9
16,RbVF3,1.0,"['Rb', 'V', 'F']",Rb,V,F,1.72,0.79,1.33,1,2,-1,0.82,1.63,3.98,2.1772151898734178,0.5939849624060151,1.2932330827067668,-3.16,-2.35,-2.62,-1.81
17,GdAlO3,1.0,"['Gd', 'Al', 'O']",Gd,Al,O,1.107,0.535,1.4,3,3,-2,1.2,1.61,3.44,2.069158878504673,0.3821428571428572,0.7907142857142857,-2.24,-1.8299999999999998,-2.24,-1.8299999999999998
18,EuScO3,1.0,"['Eu', 'Sc', 'O']",Eu,Sc,O,1.12,0.745,1.4,3,3,-2,1.2,1.36,3.44,1.5033557046979866,0.5321428571428571,0.8000000000000002,-2.24,-2.08,-2.24,-2.08
19,AgCuF3,1.0,"['Ag', 'Cu', 'F']",Ag,Cu,F,1.28,0.73,1.33,1,2,-1,1.93,1.9,3.98,1.7534246575342467,0.5488721804511277,0.9624060150375939,-2.05,-2.08,-1.51,-1.54
20,CsFeCl3,0.0,"['Cs', 'Fe', 'Cl']",Cs,Fe,Cl,1.88,0.78,1.81,1,2,-1,0.79,1.83,3.16,2.41025641025641,0.430939226519337,1.0386740331491713,-2.37,-1.33,-2.65,-1.6099999999999999
21,MgVO3,0.0,"['Mg', 'V', 'O']",Mg,V,O,0.89,0.58,1.4,2,4,-2,1.31,1.63,3.44,1.5344827586206897,0.41428571428571426,0.6357142857142858,-2.13,-1.81,-2.13,-1.81
22,NaMgBr3,0.0,"['Na', 'Mg', 'Br']",Na,Mg,Br,1.39,0.72,1.96,1,2,-1,0.93,1.31,2.96,1.9305555555555556,0.3673469387755102,0.7091836734693877,-2.03,-1.65,-2.51,-2.13
23,BaCeO3,1.0,"['Ba', 'Ce', 'O']",Ba,Ce,O,1.61,0.87,1.4,2,4,-2,0.89,1.12,3.44,1.8505747126436782,0.6214285714285714,1.1500000000000001,-2.55,-2.32,-2.55,-2.32
24,AgNO3,0.0,"['Ag', 'N', 'O']",Ag,N,O,1.28,0.13,1.4,1,5,-2,1.93,3.04,3.44,9.846153846153847,0.09285714285714286,0.9142857142857144,-1.51,-0.3999999999999999,-1.51,-0.3999999999999999
25,RbCdF3,1.0,"['Rb', 'Cd', 'F']",Rb,Cd,F,1.72,0.95,1.33,1,2,-1,0.82,1.69,3.98,1.8105263157894738,0.7142857142857142,1.2932330827067668,-3.16,-2.29,-2.62,-1.75
26,CaRuO3,1.0,"['Ca', 'Ru', 'O']",Ca,Ru,O,1.34,0.62,1.4,2,4,-2,1.0,2.2,3.44,2.1612903225806455,0.4428571428571429,0.9571428571428573,-2.44,-1.2399999999999998,-2.44,-1.2399999999999998
27,GdTiO3,1.0,"['Gd', 'Ti', 'O']",Gd,Ti,O,1.107,0.67,1.4,3,3,-2,1.2,1.54,3.44,1.6522388059701492,0.47857142857142865,0.7907142857142857,-2.24,-1.9,-2.24,-1.9
28,TiMnO3,0.0,"['Ti', 'Mn', 'O']",Ti,Mn,O,0.67,0.645,1.4,3,3,-2,1.54,1.55,3.44,1.0387596899224807,0.46071428571428574,0.47857142857142865,-1.9,-1.89,-1.9,-1.89
29,CsIO3,1.0,"['Cs', 'I', 'O']",Cs,I,O,1.88,0.95,1.4,1,5,-2,0.79,2.66,3.44,1.9789473684210526,0.6785714285714286,1.342857142857143,-2.65,-0.7799999999999998,-2.65,-0.7799999999999998
30,KBaBr3,0.0,"['K', 'Ba', 'Br']",K,Ba,Br,1.64,1.35,1.96,1,2,-1,0.82,0.89,2.96,1.2148148148148146,0.6887755102040817,0.836734693877551,-2.14,-2.07,-2.62,-2.55
31,BaPuO3,1.0,"['Ba', 'Pu', 'O']",Ba,Pu,O,1.61,0.86,1.4,2,4,-2,0.89,1.28,3.44,1.8720930232558142,0.6142857142857143,1.1500000000000001,-2.55,-2.16,-2.55,-2.16
32,NdYbS3,0.0,"['Nd', 'Yb', 'S']",Nd,Yb,S,1.27,0.868,1.84,3,3,-2,1.14,1.1,2.58,1.4631336405529953,0.4717391304347826,0.6902173913043478,-1.4400000000000002,-1.48,-2.3,-2.34
33,NaBeCl3,0.0,"['Na', 'Be', 'Cl']",Na,Be,Cl,1.39,0.45,1.81,1,2,-1,0.93,1.57,3.16,3.0888888888888886,0.24861878453038674,0.7679558011049723,-2.23,-1.59,-2.51,-1.8699999999999999
34,NaCdI3,0.0,"['Na', 'Cd', 'I']",Na,Cd,I,1.39,0.95,2.2,1,2,-1,0.93,1.69,2.66,1.463157894736842,0.43181818181818177,0.6318181818181817,-1.73,-0.9700000000000002,-2.51,-1.75
35,BaMnO3,0.0,"['Ba', 'Mn', 'O']",Ba,Mn,O,1.61,0.53,1.4,2,4,-2,0.89,1.55,3.44,3.0377358490566038,0.3785714285714286,1.1500000000000001,-2.55,-1.89,-2.55,-1.89
36,KMgF3,1.0,"['K', 'Mg', 'F']",K,Mg,F,1.64,0.72,1.33,1,2,-1,0.82,1.31,3.98,2.2777777777777777,0.5413533834586466,1.2330827067669172,-3.16,-2.67,-2.62,-2.13
37,GdScS3,1.0,"['Gd', 'Sc', 'S']",Gd,Sc,S,1.107,0.745,1.84,3,3,-2,1.2,1.36,2.58,1.4859060402684563,0.40489130434782605,0.6016304347826087,-1.3800000000000001,-1.22,-2.24,-2.08
38,NdCoO3,1.0,"['Nd', 'Co', 'O']",Nd,Co,O,1.27,0.61,1.4,3,3,-2,1.14,1.88,3.44,2.081967213114754,0.4357142857142857,0.9071428571428573,-2.3,-1.56,-2.3,-1.56
39,SrZrSe3,0.0,"['Sr', 'Zr', 'Se']",Sr,Zr,Se,1.44,0.72,1.98,2,4,-2,0.95,1.33,2.55,2.0,0.36363636363636365,0.7272727272727273,-1.5999999999999999,-1.2199999999999998,-2.49,-2.11
40,NaNbO3,1.0,"['Na', 'Nb', 'O']",Na,Nb,O,1.39,0.64,1.4,1,5,-2,0.93,1.6,3.44,2.171875,0.4571428571428572,0.9928571428571429,-2.51,-1.8399999999999999,-2.51,-1.8399999999999999
41,NaMnCl3,0.0,"['Na', 'Mn', 'Cl']",Na,Mn,Cl,1.39,0.83,1.81,1,2,-1,0.93,1.55,3.16,1.6746987951807228,0.45856353591160215,0.7679558011049723,-2.23,-1.61,-2.51,-1.89
42,RbCuF3,1.0,"['Rb', 'Cu', 'F']",Rb,Cu,F,1.72,0.73,1.33,1,2,-1,0.82,1.9,3.98,2.356164383561644,0.5488721804511277,1.2932330827067668,-3.16,-2.08,-2.62,-1.54
43,NaCrCl3,0.0,"['Na', 'Cr', 'Cl']",Na,Cr,Cl,1.39,0.8,1.81,1,2,-1,0.93,1.66,3.16,1.7374999999999998,0.44198895027624313,0.7679558011049723,-2.23,-1.5000000000000002,-2.51,-1.78
44,YAlO3,1.0,"['Y', 'Al', 'O']",Y,Al,O,1.075,0.535,1.4,3,3,-2,1.22,1.61,3.44,2.009345794392523,0.3821428571428572,0.7678571428571429,-2.2199999999999998,-1.8299999999999998,-2.2199999999999998,-1.8299999999999998
45,LaRhO3,1.0,"['La', 'Rh', 'O']",La,Rh,O,1.36,0.665,1.4,3,3,-2,1.1,2.28,3.44,2.045112781954887,0.47500000000000003,0.9714285714285715,-2.34,-1.1600000000000001,-2.34,-1.1600000000000001
46,KHgI3,0.0,"['K', 'Hg', 'I']",K,Hg,I,1.64,1.02,2.2,1,2,-1,0.82,2.0,2.66,1.6078431372549018,0.4636363636363636,0.7454545454545454,-1.8400000000000003,-0.6600000000000001,-2.62,-1.44
47,PbGeO3,1.0,"['Pb', 'Ge', 'O']",Pb,Ge,O,1.49,0.53,1.4,2,4,-2,2.33,2.01,3.44,2.811320754716981,0.3785714285714286,1.0642857142857143,-1.1099999999999999,-1.4300000000000002,-1.1099999999999999,-1.4300000000000002
48,YCrO3,1.0,"['Y', 'Cr', 'O']",Y,Cr,O,1.075,0.615,1.4,3,3,-2,1.22,1.66,3.44,1.7479674796747966,0.43928571428571433,0.7678571428571429,-2.2199999999999998,-1.78,-2.2199999999999998,-1.78
49,CaCrO3,1.0,"['Ca', 'Cr', 'O']",Ca,Cr,O,1.34,0.55,1.4,2,4,-2,1.0,1.66,3.44,2.4363636363636365,0.3928571428571429,0.9571428571428573,-2.44,-1.78,-2.44,-1.78
50,ScCrO3,1.0,"['Sc', 'Cr', 'O']",Sc,Cr,O,0.87,0.615,1.4,3,3,-2,1.36,1.66,3.44,1.4146341463414633,0.43928571428571433,0.6214285714285714,-2.08,-1.78,-2.08,-1.78
51,RbNbO3,1.0,"['Rb', 'Nb', 'O']",Rb,Nb,O,1.72,0.64,1.4,1,5,-2,0.82,1.6,3.44,2.6875,0.4571428571428572,1.2285714285714286,-2.62,-1.8399999999999999,-2.62,-1.8399999999999999
52,DyScS3,1.0,"['Dy', 'Sc', 'S']",Dy,Sc,S,1.083,0.745,1.84,3,3,-2,1.22,1.36,2.58,1.4536912751677853,0.40489130434782605,0.5885869565217391,-1.36,-1.22,-2.2199999999999998,-2.08
53,PrCoO3,1.0,"['Pr', 'Co', 'O']",Pr,Co,O,1.179,0.61,1.4,3,3,-2,1.13,1.88,3.44,1.9327868852459018,0.4357142857142857,0.8421428571428572,-2.31,-1.56,-2.31,-1.56
54,RbPaO3,1.0,"['Rb', 'Pa', 'O']",Rb,Pa,O,1.72,0.78,1.4,1,5,-2,0.82,1.5,3.44,2.205128205128205,0.5571428571428572,1.2285714285714286,-2.62,-1.94,-2.62,-1.94
55,BaNbSe3,0.0,"['Ba', 'Nb', 'Se']",Ba,Nb,Se,1.61,0.68,1.98,2,4,-2,0.89,1.6,2.55,2.3676470588235294,0.3434343434343435,0.8131313131313131,-1.6599999999999997,-0.9499999999999997,-2.55,-1.8399999999999999
56,BaRuO3,0.0,"['Ba', 'Ru', 'O']",Ba,Ru,O,1.61,0.62,1.4,2,4,-2,0.89,2.2,3.44,2.5967741935483875,0.4428571428571429,1.1500000000000001,-2.55,-1.2399999999999998,-2.55,-1.2399999999999998
57,NaCaBr3,0.0,"['Na', 'Ca', 'Br']",Na,Ca,Br,1.39,1.0,1.96,1,2,-1,0.93,1.0,2.96,1.39,0.5102040816326531,0.7091836734693877,-2.03,-1.96,-2.51,-2.44
58,AgZnF3,1.0,"['Ag', 'Zn', 'F']",Ag,Zn,F,1.28,0.74,1.33,1,2,-1,1.93,1.65,3.98,1.7297297297297298,0.556390977443609,0.9624060150375939,-2.05,-2.33,-1.51,-1.79
59,BaHfO3,1.0,"['Ba', 'Hf', 'O']",Ba,Hf,O,1.61,0.71,1.4,2,4,-2,0.89,1.3,3.44,2.267605633802817,0.5071428571428571,1.1500000000000001,-2.55,-2.1399999999999997,-2.55,-2.1399999999999997
60,ErNiO3,1.0,"['Er', 'Ni', 'O']",Er,Ni,O,1.062,0.6,1.4,3,3,-2,1.24,1.91,3.44,1.7700000000000002,0.4285714285714286,0.7585714285714287,-2.2,-1.53,-2.2,-1.53
61,BaSnO3,1.0,"['Ba', 'Sn', 'O']",Ba,Sn,O,1.61,0.69,1.4,2,4,-2,0.89,1.96,3.44,2.3333333333333335,0.4928571428571428,1.1500000000000001,-2.55,-1.48,-2.55,-1.48
62,NaCuF3,1.0,"['Na', 'Cu', 'F']",Na,Cu,F,1.39,0.73,1.33,1,2,-1,0.93,1.9,3.98,1.9041095890410957,0.5488721804511277,1.045112781954887,-3.05,-2.08,-2.51,-1.54
63,NaCoF3,1.0,"['Na', 'Co', 'F']",Na,Co,F,1.39,0.745,1.33,1,2,-1,0.93,1.88,3.98,1.8657718120805369,0.5601503759398496,1.045112781954887,-3.05,-2.1,-2.51,-1.56
64,SrZrO3,1.0,"['Sr', 'Zr', 'O']",Sr,Zr,O,1.44,0.72,1.4,2,4,-2,0.95,1.33,3.44,2.0,0.5142857142857143,1.0285714285714287,-2.49,-2.11,-2.49,-2.11
65,PbAgBr3,0.0,"['Pb', 'Ag', 'Br']",Pb,Ag,Br,1.49,1.15,1.96,2,1,-1,2.33,1.93,2.96,1.2956521739130435,0.586734693877551,0.7602040816326531,-0.6299999999999999,-1.03,-1.1099999999999999,-1.51
66,SrPbO3,1.0,"['Sr', 'Pb', 'O']",Sr,Pb,O,1.44,0.775,1.4,2,4,-2,0.95,2.33,3.44,1.8580645161290321,0.5535714285714286,1.0285714285714287,-2.49,-1.1099999999999999,-2.49,-1.1099999999999999
67,CuSiO3,0.0,"['Cu', 'Si', 'O']",Cu,Si,O,0.73,0.4,1.4,2,4,-2,1.9,1.9,3.44,1.825,0.28571428571428575,0.5214285714285715,-1.54,-1.54,-1.54,-1.54
68,FeGaO3,0.0,"['Fe', 'Ga', 'O']",Fe,Ga,O,0.78,0.62,1.4,3,3,-2,1.83,1.81,3.44,1.2580645161290323,0.4428571428571429,0.5571428571428572,-1.6099999999999999,-1.63,-1.6099999999999999,-1.63
69,LaYS3,0.0,"['La', 'Y', 'S']",La,Y,S,1.36,0.9,1.84,3,3,-2,1.1,1.22,2.58,1.511111111111111,0.4891304347826087,0.7391304347826088,-1.48,-1.36,-2.34,-2.2199999999999998
70,SmScS3,1.0,"['Sm', 'Sc', 'S']",Sm,Sc,S,1.24,0.745,1.84,3,3,-2,1.17,1.36,2.58,1.6644295302013423,0.40489130434782605,0.6739130434782609,-1.4100000000000001,-1.22,-2.27,-2.08
71,LaHoO3,1.0,"['La', 'Ho', 'O']",La,Ho,O,1.36,0.9009999999999999,1.4,3,3,-2,1.1,1.23,3.44,1.5094339622641513,0.6435714285714286,0.9714285714285715,-2.34,-2.21,-2.34,-2.21
72,PrRhO3,1.0,"['Pr', 'Rh', 'O']",Pr,Rh,O,1.179,0.665,1.4,3,3,-2,1.13,2.28,3.44,1.7729323308270677,0.47500000000000003,0.8421428571428572,-2.31,-1.1600000000000001,-2.31,-1.1600000000000001
73,ErCrO3,1.0,"['Er', 'Cr', 'O']",Er,Cr,O,1.062,0.615,1.4,3,3,-2,1.24,1.66,3.44,1.7268292682926831,0.43928571428571433,0.7585714285714287,-2.2,-1.78,-2.2,-1.78
74,EuBO3,0.0,"['Eu', 'B', 'O']",Eu,B,O,1.12,0.27,1.4,3,3,-2,1.2,2.04,3.44,4.148148148148148,0.1928571428571429,0.8000000000000002,-2.24,-1.4,-2.24,-1.4
75,CsGeCl3,0.0,"['Cs', 'Ge', 'Cl']",Cs,Ge,Cl,1.88,0.73,1.81,1,2,-1,0.79,2.01,3.16,2.5753424657534247,0.4033149171270718,1.0386740331491713,-2.37,-1.1500000000000004,-2.65,-1.4300000000000002
76,CuVO3,0.0,"['Cu', 'V', 'O']",Cu,V,O,0.77,0.54,1.4,1,5,-2,1.9,1.63,3.44,1.4259259259259258,0.3857142857142858,0.55,-1.54,-1.81,-1.54,-1.81
77,PbNaF3,0.0,"['Pb', 'Na', 'F']",Pb,Na,F,1.49,1.02,1.33,2,1,-1,2.33,0.93,3.98,1.4607843137254901,0.7669172932330827,1.1203007518796992,-1.65,-3.05,-1.1099999999999999,-2.51
78,LaTmS3,0.0,"['La', 'Tm', 'S']",La,Tm,S,1.36,0.88,1.84,3,3,-2,1.1,1.25,2.58,1.5454545454545456,0.47826086956521735,0.7391304347826088,-1.48,-1.33,-2.34,-2.19
79,SmCoO3,1.0,"['Sm', 'Co', 'O']",Sm,Co,O,1.24,0.61,1.4,3,3,-2,1.17,1.88,3.44,2.0327868852459017,0.4357142857142857,0.8857142857142858,-2.27,-1.56,-2.27,-1.56
80,FeBO3,0.0,"['Fe', 'B', 'O']",Fe,B,O,0.78,0.27,1.4,3,3,-2,1.83,2.04,3.44,2.888888888888889,0.1928571428571429,0.5571428571428572,-1.6099999999999999,-1.4,-1.6099999999999999,-1.4
81,MgGeO3,0.0,"['Mg', 'Ge', 'O']",Mg,Ge,O,0.89,0.53,1.4,2,4,-2,1.31,2.01,3.44,1.6792452830188678,0.3785714285714286,0.6357142857142858,-2.13,-1.4300000000000002,-2.13,-1.4300000000000002
82,CoTiO3,0.0,"['Co', 'Ti', 'O']",Co,Ti,O,0.9,0.605,1.4,2,4,-2,1.88,1.54,3.44,1.4876033057851241,0.43214285714285716,0.6428571428571429,-1.56,-1.9,-1.56,-1.9
83,GdVO3,1.0,"['Gd', 'V', 'O']",Gd,V,O,1.107,0.64,1.4,3,3,-2,1.2,1.63,3.44,1.7296875,0.4571428571428572,0.7907142857142857,-2.24,-1.81,-2.24,-1.81
84,TlPbI3,0.0,"['Tl', 'Pb', 'I']",Tl,Pb,I,1.7,1.19,2.2,1,2,-1,1.62,2.33,2.66,1.4285714285714286,0.5409090909090909,0.7727272727272726,-1.04,-0.33000000000000007,-1.8199999999999998,-1.1099999999999999
85,SrIrO3,1.0,"['Sr', 'Ir', 'O']",Sr,Ir,O,1.44,0.625,1.4,2,4,-2,0.95,2.2,3.44,2.304,0.44642857142857145,1.0285714285714287,-2.49,-1.2399999999999998,-2.49,-1.2399999999999998
86,KBeCl3,0.0,"['K', 'Be', 'Cl']",K,Be,Cl,1.64,0.45,1.81,1,2,-1,0.82,1.57,3.16,3.644444444444444,0.24861878453038674,0.9060773480662982,-2.3400000000000003,-1.59,-2.62,-1.8699999999999999
87,EuNiO3,1.0,"['Eu', 'Ni', 'O']",Eu,Ni,O,1.12,0.6,1.4,3,3,-2,1.2,1.91,3.44,1.866666666666667,0.4285714285714286,0.8000000000000002,-2.24,-1.53,-2.24,-1.53
88,SnMnO3,0.0,"['Sn', 'Mn', 'O']",Sn,Mn,O,1.15,0.53,1.4,2,4,-2,1.96,1.55,3.44,2.1698113207547167,0.3785714285714286,0.8214285714285714,-1.48,-1.89,-1.48,-1.89
89,KCdF3,1.0,"['K', 'Cd', 'F']",K,Cd,F,1.64,0.95,1.33,1,2,-1,0.82,1.69,3.98,1.7263157894736842,0.7142857142857142,1.2330827067669172,-3.16,-2.29,-2.62,-1.75
90,DyFeO3,1.0,"['Dy', 'Fe', 'O']",Dy,Fe,O,1.083,0.645,1.4,3,3,-2,1.22,1.83,3.44,1.6790697674418604,0.46071428571428574,0.7735714285714286,-2.2199999999999998,-1.6099999999999999,-2.2199999999999998,-1.6099999999999999
91,CsGeI3,0.0,"['Cs', 'Ge', 'I']",Cs,Ge,I,1.88,0.73,2.2,1,2,-1,0.79,2.01,2.66,2.5753424657534247,0.3318181818181818,0.8545454545454544,-1.87,-0.6500000000000004,-2.65,-1.4300000000000002
92,CeCrO3,1.0,"['Ce', 'Cr', 'O']",Ce,Cr,O,1.14,0.8,1.4,4,2,-2,1.12,1.66,3.44,1.4249999999999998,0.5714285714285715,0.8142857142857143,-2.32,-1.78,-2.32,-1.78
93,AmVO3,1.0,"['Am', 'V', 'O']",Am,V,O,0.95,0.79,1.4,4,2,-2,1.3,1.63,3.44,1.2025316455696202,0.5642857142857144,0.6785714285714286,-2.1399999999999997,-1.81,-2.1399999999999997,-1.81
94,MgTiO3,0.0,"['Mg', 'Ti', 'O']",Mg,Ti,O,0.89,0.605,1.4,2,4,-2,1.31,1.54,3.44,1.4710743801652892,0.43214285714285716,0.6357142857142858,-2.13,-1.9,-2.13,-1.9
95,PbZrO3,1.0,"['Pb', 'Zr', 'O']",Pb,Zr,O,1.49,0.72,1.4,2,4,-2,2.33,1.33,3.44,2.0694444444444446,0.5142857142857143,1.0642857142857143,-1.1099999999999999,-2.11,-1.1099999999999999,-2.11
96,LuFeO3,1.0,"['Lu', 'Fe', 'O']",Lu,Fe,O,1.032,0.645,1.4,3,3,-2,1.27,1.83,3.44,1.6,0.46071428571428574,0.7371428571428572,-2.17,-1.6099999999999999,-2.17,-1.6099999999999999
97,BaNbO3,1.0,"['Ba', 'Nb', 'O']",Ba,Nb,O,1.61,0.68,1.4,2,4,-2,0.89,1.6,3.44,2.3676470588235294,0.48571428571428577,1.1500000000000001,-2.55,-1.8399999999999999,-2.55,-1.8399999999999999
98,BaNpO3,1.0,"['Ba', 'Np', 'O']",Ba,Np,O,1.61,0.87,1.4,2,4,-2,0.89,1.36,3.44,1.8505747126436782,0.6214285714285714,1.1500000000000001,-2.55,-2.08,-2.55,-2.08
99,ZnSiO3,0.0,"['Zn', 'Si', 'O']",Zn,Si,O,0.9,0.4,1.4,2,4,-2,1.65,1.9,3.44,2.25,0.28571428571428575,0.6428571428571429,-1.79,-1.54,-1.79,-1.54
100,YScO3,1.0,"['Y', 'Sc', 'O']",Y,Sc,O,1.075,0.745,1.4,3,3,-2,1.22,1.36,3.44,1.4429530201342282,0.5321428571428571,0.7678571428571429,-2.2199999999999998,-2.08,-2.2199999999999998,-2.08
101,LuTiO3,1.0,"['Lu', 'Ti', 'O']",Lu,Ti,O,1.032,0.67,1.4,3,3,-2,1.27,1.54,3.44,1.5402985074626865,0.47857142857142865,0.7371428571428572,-2.17,-1.9,-2.17,-1.9
102,SrCoO3,1.0,"['Sr', 'Co', 'O']",Sr,Co,O,1.44,0.53,1.4,2,4,-2,0.95,1.88,3.44,2.7169811320754715,0.3785714285714286,1.0285714285714287,-2.49,-1.56,-2.49,-1.56
103,CsHgBr3,1.0,"['Cs', 'Hg', 'Br']",Cs,Hg,Br,1.88,1.02,1.96,1,2,-1,0.79,2.0,2.96,1.8431372549019607,0.5204081632653061,0.9591836734693877,-2.17,-0.96,-2.65,-1.44
104,NdAlO3,1.0,"['Nd', 'Al', 'O']",Nd,Al,O,1.27,0.535,1.4,3,3,-2,1.14,1.61,3.44,2.3738317757009346,0.3821428571428572,0.9071428571428573,-2.3,-1.8299999999999998,-2.3,-1.8299999999999998
105,RbYbI3,0.0,"['Rb', 'Yb', 'I']",Rb,Yb,I,1.72,1.02,2.2,1,2,-1,0.82,1.1,2.66,1.6862745098039216,0.4636363636363636,0.7818181818181817,-1.8400000000000003,-1.56,-2.62,-2.34
106,RbSrF3,0.0,"['Rb', 'Sr', 'F']",Rb,Sr,F,1.72,1.18,1.33,1,2,-1,0.82,0.95,3.98,1.457627118644068,0.8872180451127819,1.2932330827067668,-3.16,-3.0300000000000002,-2.62,-2.49
107,PbTaS3,0.0,"['Pb', 'Ta', 'S']",Pb,Ta,S,1.49,0.68,1.84,2,4,-2,2.33,1.5,2.58,2.191176470588235,0.3695652173913044,0.8097826086956521,-0.25,-1.08,-1.1099999999999999,-1.94
108,InMnO3,0.0,"['In', 'Mn', 'O']",In,Mn,O,0.92,0.645,1.4,3,3,-2,1.78,1.55,3.44,1.426356589147287,0.46071428571428574,0.6571428571428573,-1.66,-1.89,-1.66,-1.89
109,SmInO3,1.0,"['Sm', 'In', 'O']",Sm,In,O,1.24,0.8,1.4,3,3,-2,1.17,1.78,3.44,1.5499999999999998,0.5714285714285715,0.8857142857142858,-2.27,-1.66,-2.27,-1.66
110,NaAsO3,0.0,"['Na', 'As', 'O']",Na,As,O,1.39,0.46,1.4,1,5,-2,0.93,2.18,3.44,3.0217391304347823,0.3285714285714286,0.9928571428571429,-2.51,-1.2599999999999998,-2.51,-1.2599999999999998
111,RbGeI3,0.0,"['Rb', 'Ge', 'I']",Rb,Ge,I,1.72,0.73,2.2,1,2,-1,0.82,2.01,2.66,2.356164383561644,0.3318181818181818,0.7818181818181817,-1.8400000000000003,-0.6500000000000004,-2.62,-1.4300000000000002
112,KSbO3,0.0,"['K', 'Sb', 'O']",K,Sb,O,1.64,0.6,1.4,1,5,-2,0.82,2.05,3.44,2.7333333333333334,0.4285714285714286,1.1714285714285715,-2.62,-1.3900000000000001,-2.62,-1.3900000000000001
113,NaMnF3,1.0,"['Na', 'Mn', 'F']",Na,Mn,F,1.39,0.83,1.33,1,2,-1,0.93,1.55,3.98,1.6746987951807228,0.6240601503759398,1.045112781954887,-3.05,-2.4299999999999997,-2.51,-1.89
